project_id,sector,state,original_cost,revised_cost,planned_duration_months,project_age_months,physical_progress,financial_progress,milestones_total,milestones_delayed,land_acquisition_pending,clearance_pending,funding_issue,contractor_issue,previous_schedule_deviation,is_delayed
PAI-04353,Ports,Karnataka,338.5,360.2,44,52,97.7,97.5,10,1,1,0,0,0,0.2,1
PAI-04354,Roads,Karnataka,888.2,913.7,39,9,18.1,28.6,9,1,0,0,0,0,0.1,0
PAI-04355,Roads,Bihar,52.0,55.3,15,23,96.6,91.9,4,0,1,1,0,0,1.7,1
PAI-04356,Power,Karnataka,443.8,492.3,20,70,98.0,88.4,5,1,0,1,0,0,5.8,1
PAI-04357,Urban Transit,West Bengal,530.6,533.8,47,39,70.5,69.5,8,0,0,0,0,0,-1.2,0
PAI-04358,Roads,Bihar,951.0,964.1,35,48,91.9,86.7,12,1,0,0,0,0,5.3,0
PAI-04359,Industrial Corridors,Andhra Pradesh,354.2,360.9,49,13,25.4,27.8,11,0,0,0,0,0,2.1,0
PAI-04360,Urban Transit,Gujarat,195.9,200.3,56,18,28.4,35.0,15,1,0,0,0,0,0.3,0
PAI-04361,Railways,West Bengal,652.9,652.9,38,53,97.0,95.9,8,1,0,0,0,0,5.7,0
PAI-04362,Ports,Jharkhand,1433.4,1505.3,29,9,18.0,15.8,4,0,0,0,0,0,-6.8,0
PAI-04363,Railways,West Bengal,971.3,1009.8,54,79,87.1,81.0,10,0,0,1,0,0,-2.5,0
PAI-04364,Railways,Madhya Pradesh,286.0,306.5,45,54,99.7,91.9,11,0,0,0,1,0,4.4,0
PAI-04365,Water & Sanitation,Bihar,26.7,27.1,37,21,51.8,54.9,9,0,0,0,0,0,-3.6,0
PAI-04366,Urban Transit,Karnataka,272.8,291.0,28,81,90.4,91.9,6,4,0,0,0,0,6.5,1
PAI-04367,Water & Sanitation,Jharkhand,270.3,287.9,42,74,100.0,97.7,7,1,0,0,1,0,5.8,0
PAI-04368,Roads,Andhra Pradesh,192.5,226.3,37,38,100.0,90.2,9,0,1,0,1,1,-6.6,0
PAI-04369,Urban Transit,Karnataka,114.0,124.2,16,63,100.0,100.0,4,2,0,0,0,1,5.9,1
PAI-04370,Airports,Karnataka,54.4,55.3,17,10,59.5,63.9,4,0,0,0,0,0,-1.5,0
PAI-04371,Ports,Uttar Pradesh,90.9,92.4,21,53,92.6,99.7,7,1,0,0,0,0,-7.4,0
PAI-04372,Roads,Bihar,880.1,923.8,22,49,87.2,93.9,7,0,0,1,0,0,9.5,0
PAI-04373,Industrial Corridors,Uttar Pradesh,625.1,649.0,50,72,100.0,100.0,16,0,0,1,0,0,3.0,0
PAI-04374,Roads,Odisha,273.8,290.7,39,54,91.3,87.8,10,2,1,0,0,0,1.7,0
PAI-04375,Urban Transit,Odisha,444.4,453.5,28,38,92.7,100.0,4,1,0,0,0,0,1.7,1
PAI-04376,Railways,Rajasthan,69.4,74.5,62,47,70.5,80.5,18,0,1,0,0,0,-4.0,0
PAI-04377,Urban Transit,Karnataka,172.1,182.5,21,53,93.6,96.6,6,0,0,0,1,0,0.5,0
PAI-04378,Railways,Karnataka,836.1,907.7,74,84,100.0,98.3,20,1,1,0,0,1,3.3,1
PAI-04379,Industrial Corridors,Maharashtra,165.5,174.0,50,55,88.1,90.3,15,0,1,1,0,0,1.7,1
PAI-04380,Power,Karnataka,225.7,234.2,53,75,94.2,100.0,15,1,0,0,0,0,6.7,1
PAI-04381,Roads,Andhra Pradesh,526.7,603.4,42,82,100.0,100.0,12,0,1,1,0,1,1.1,1
PAI-04382,Roads,Odisha,204.5,221.8,55,42,81.4,80.6,13,2,0,1,0,0,8.7,1
PAI-04383,Railways,Jharkhand,210.0,210.3,66,36,50.3,48.3,13,1,0,0,0,0,0.6,0
PAI-04384,Ports,Telangana,313.0,332.4,27,62,100.0,99.4,4,0,1,0,0,0,3.3,1
PAI-04385,Railways,Telangana,1088.0,1110.1,35,47,82.9,76.5,11,2,0,0,0,0,3.3,1
PAI-04386,Urban Transit,Maharashtra,322.7,329.2,42,7,18.3,17.1,11,0,0,0,0,0,-6.2,0
PAI-04387,Urban Transit,Maharashtra,648.0,658.5,55,72,100.0,100.0,19,1,0,0,0,0,7.1,0
PAI-04388,Airports,Haryana,119.8,126.2,12,81,99.1,93.4,8,1,0,0,0,0,6.6,1
PAI-04389,Roads,Uttar Pradesh,469.0,495.3,55,20,42.4,46.6,11,1,0,0,0,1,2.7,0
PAI-04390,Water & Sanitation,Tamil Nadu,241.3,255.6,50,18,44.0,29.3,14,3,0,0,0,0,7.6,1
PAI-04391,Airports,Gujarat,559.5,578.5,65,77,92.0,95.3,16,0,1,0,0,0,1.3,1
PAI-04392,Industrial Corridors,Uttar Pradesh,136.4,150.2,56,63,87.2,89.7,14,0,1,1,0,0,5.1,1
PAI-04393,Industrial Corridors,Odisha,254.4,281.0,12,83,100.0,100.0,4,0,1,1,0,1,-1.0,1
PAI-04394,Urban Transit,Telangana,175.0,190.0,55,29,40.1,31.6,14,0,0,0,1,1,-3.9,0
PAI-04395,Power,Andhra Pradesh,67.5,68.9,49,35,65.8,67.2,11,2,0,0,0,0,6.2,1
PAI-04396,Airports,Rajasthan,508.1,552.2,37,62,98.5,96.3,7,1,0,1,1,0,3.1,1
PAI-04397,Water & Sanitation,Madhya Pradesh,131.1,141.8,44,59,99.9,92.1,15,1,0,0,1,0,-2.0,0
PAI-04398,Urban Transit,West Bengal,260.7,270.7,79,37,41.3,42.2,18,0,0,0,1,0,3.7,0
PAI-04399,Urban Transit,Telangana,114.6,114.6,57,8,2.4,8.9,12,0,0,0,0,0,5.0,1
PAI-04400,Ports,Haryana,436.6,467.0,43,43,100.0,86.2,9,1,1,1,0,0,-2.5,0
PAI-04401,Railways,Haryana,556.3,586.3,63,46,72.9,67.5,15,1,0,0,0,1,-0.3,1
PAI-04402,Roads,Andhra Pradesh,306.1,353.7,70,32,41.0,39.7,16,1,1,0,1,0,-3.0,1
PAI-04403,Water & Sanitation,Tamil Nadu,299.7,332.0,36,71,88.9,89.4,8,2,0,0,0,1,2.6,1
PAI-04404,Power,Jharkhand,50.0,52.1,12,69,99.3,100.0,4,1,0,1,0,0,5.1,1
PAI-04405,Roads,Madhya Pradesh,249.1,262.3,52,67,93.1,86.2,12,1,0,1,0,0,3.0,1
PAI-04406,Urban Transit,Kerala,376.7,387.7,47,52,100.0,100.0,16,0,0,0,0,0,-1.1,0
PAI-04407,Water & Sanitation,Madhya Pradesh,396.6,415.0,42,12,25.4,25.0,10,0,0,0,0,1,6.0,0
PAI-04408,Urban Transit,Karnataka,213.6,217.4,39,46,100.0,100.0,10,2,0,0,0,0,9.1,0
PAI-04409,Railways,Andhra Pradesh,250.3,259.1,17,43,91.5,86.3,4,0,0,0,0,1,-0.7,0
PAI-04410,Railways,Madhya Pradesh,97.1,108.6,36,36,91.3,98.6,6,2,1,0,1,0,0.2,1
PAI-04411,Ports,Jharkhand,392.0,403.8,32,24,77.5,90.2,11,0,0,0,0,0,1.9,0
PAI-04412,Industrial Corridors,Odisha,835.3,948.8,50,66,95.4,96.1,11,1,1,1,0,0,2.5,1
PAI-04413,Urban Transit,Kerala,96.7,103.7,31,71,98.2,97.4,6,0,0,0,1,0,6.0,0
PAI-04414,Water & Sanitation,Gujarat,281.1,285.7,29,71,93.6,91.1,9,0,0,0,0,0,-0.3,0
PAI-04415,Industrial Corridors,Kerala,113.3,114.8,16,46,100.0,100.0,4,1,0,0,0,0,-1.9,0
PAI-04416,Railways,Rajasthan,392.8,438.1,45,78,87.0,69.6,10,0,1,0,1,0,-8.5,1
PAI-04417,Ports,Maharashtra,269.0,278.1,48,70,90.4,81.7,16,1,0,0,0,1,6.6,0
PAI-04418,Ports,Andhra Pradesh,31.2,32.3,52,24,50.6,43.6,14,1,0,0,0,0,-3.9,0
PAI-04419,Power,Tamil Nadu,400.1,409.2,79,20,39.2,29.9,22,2,0,0,0,0,5.6,0
PAI-04420,Roads,Madhya Pradesh,745.4,797.3,66,41,66.2,66.5,20,3,0,0,0,0,9.3,1
PAI-04421,Railways,Andhra Pradesh,336.4,346.8,72,51,64.1,65.1,22,1,1,0,0,0,0.6,1
PAI-04422,Urban Transit,Telangana,101.4,108.9,60,72,100.0,87.1,16,2,0,0,0,1,4.3,1
PAI-04423,Water & Sanitation,Maharashtra,526.0,579.9,44,49,100.0,90.6,12,1,1,0,0,1,3.1,1
PAI-04424,Water & Sanitation,Gujarat,126.5,130.2,24,51,100.0,93.9,8,1,0,0,0,0,-2.8,1
PAI-04425,Industrial Corridors,Jharkhand,178.4,181.8,38,33,79.6,84.5,9,0,0,1,0,0,0.1,1
PAI-04426,Railways,Rajasthan,327.8,345.7,37,6,21.7,34.8,8,1,0,1,0,0,5.8,0
PAI-04427,Railways,Haryana,123.9,131.3,44,69,94.5,100.0,10,0,1,1,0,0,6.3,1
PAI-04428,Urban Transit,Karnataka,293.7,301.2,32,74,100.0,99.2,13,2,0,0,0,0,6.9,0
PAI-04429,Water & Sanitation,Odisha,118.7,132.4,56,74,92.3,83.3,13,3,0,0,0,1,5.0,0
PAI-04430,Railways,Rajasthan,87.5,94.2,51,42,87.8,76.0,15,1,1,0,0,0,7.2,1
PAI-04431,Roads,Bihar,197.5,218.2,62,43,55.8,68.7,17,0,1,1,0,0,0.7,0
PAI-04432,Industrial Corridors,Odisha,617.6,623.2,57,60,86.9,94.1,12,0,0,0,0,0,1.1,0
PAI-04433,Urban Transit,Odisha,234.3,253.9,45,81,100.0,100.0,13,0,0,1,1,0,-5.7,1
PAI-04434,Railways,West Bengal,312.5,332.1,59,54,83.1,96.1,13,1,1,0,0,0,8.3,0
PAI-04435,Railways,Kerala,319.3,366.8,34,52,99.2,100.0,9,1,1,1,0,0,13.0,1
PAI-04436,Roads,Bihar,49.6,53.9,18,38,86.6,74.4,4,1,0,0,0,1,9.3,0
PAI-04437,Railways,Jharkhand,272.6,286.8,39,30,69.1,62.8,9,2,0,0,0,0,5.9,0
PAI-04438,Power,Rajasthan,954.1,1035.2,35,39,94.2,97.2,11,1,1,0,0,0,11.2,1
PAI-04439,Roads,Telangana,92.5,99.1,75,37,52.2,53.7,22,0,1,1,0,0,4.2,1
PAI-04440,Urban Transit,Maharashtra,201.6,208.8,66,53,85.1,81.3,14,1,0,0,0,0,0.9,1
PAI-04441,Urban Transit,Tamil Nadu,298.0,305.1,64,80,92.2,85.7,17,0,0,0,0,0,3.3,0
PAI-04442,Power,Telangana,162.5,177.1,52,33,64.6,54.2,13,2,0,0,0,0,5.3,0
PAI-04443,Railways,Tamil Nadu,290.5,313.1,47,9,23.2,1.2,13,0,1,0,0,0,-0.5,1
PAI-04444,Urban Transit,Odisha,175.9,181.4,43,16,41.1,41.8,10,2,0,0,0,0,3.6,0
PAI-04445,Water & Sanitation,Tamil Nadu,250.2,287.4,49,34,75.8,71.9,12,2,0,0,1,1,6.3,0
PAI-04446,Roads,Madhya Pradesh,33.4,34.3,50,25,63.2,47.6,12,1,0,0,0,0,5.6,0
PAI-04447,Industrial Corridors,West Bengal,518.8,557.6,62,67,97.4,100.0,15,0,1,1,0,0,3.7,1
PAI-04448,Railways,Bihar,685.9,771.9,69,42,62.2,43.8,18,2,0,0,1,0,7.0,0
PAI-04449,Urban Transit,Odisha,74.3,76.1,42,71,100.0,91.0,8,1,0,1,0,0,-2.9,0
PAI-04450,Railways,Jharkhand,206.0,212.7,66,23,30.8,22.2,14,0,1,0,0,0,-2.7,1
PAI-04451,Ports,Bihar,251.1,255.9,75,66,87.3,88.3,19,0,1,0,0,0,-2.7,0
PAI-04452,Ports,West Bengal,96.8,105.2,39,22,61.7,67.9,11,2,1,0,0,0,6.5,1
PAI-04453,Roads,Bihar,426.7,451.6,25,6,30.8,34.3,9,2,0,1,0,0,13.0,1
PAI-04454,Roads,Uttar Pradesh,285.3,314.3,50,64,94.1,88.0,13,1,1,0,0,1,-3.4,1
PAI-04455,Power,Telangana,158.5,171.5,44,47,88.1,90.7,12,0,1,0,1,0,-8.5,0
PAI-04456,Roads,Tamil Nadu,213.3,213.3,45,76,91.7,88.7,13,0,1,0,0,0,-1.4,0
PAI-04457,Water & Sanitation,Jharkhand,109.9,125.7,21,65,86.9,77.1,6,0,1,1,1,0,8.9,1
PAI-04458,Airports,Jharkhand,1171.3,1298.7,55,46,79.5,77.5,16,2,0,0,0,1,10.8,1
PAI-04459,Airports,Telangana,159.4,167.3,71,52,65.9,61.5,21,1,1,0,0,0,1.6,1
PAI-04460,Urban Transit,Gujarat,214.0,222.7,38,57,99.3,100.0,9,0,0,0,0,0,-1.1,0
PAI-04461,Water & Sanitation,Rajasthan,183.7,195.0,44,35,86.5,88.5,10,1,1,0,0,0,8.3,0
PAI-04462,Railways,Gujarat,355.5,404.1,38,52,86.7,74.4,11,0,1,0,1,0,2.3,0
PAI-04463,Urban Transit,Uttar Pradesh,182.6,212.4,58,13,36.8,31.2,18,7,0,0,0,0,16.8,1
PAI-04464,Industrial Corridors,Gujarat,868.9,989.1,29,33,92.2,93.0,8,2,1,0,0,1,-3.0,1
PAI-04465,Industrial Corridors,Uttar Pradesh,253.8,265.4,39,14,54.5,47.6,8,1,0,1,0,0,3.3,1
PAI-04466,Urban Transit,Andhra Pradesh,446.5,465.8,31,79,100.0,100.0,5,1,0,0,1,0,-0.4,0
PAI-04467,Roads,Gujarat,565.7,609.0,50,39,57.2,60.0,13,2,0,1,0,0,4.1,1
PAI-04468,Water & Sanitation,Rajasthan,186.2,200.5,15,32,100.0,97.7,6,2,0,1,0,0,2.1,0
PAI-04469,Industrial Corridors,Gujarat,137.4,144.3,41,36,83.9,90.4,12,0,1,0,0,0,5.8,1
PAI-04470,Roads,Bihar,95.0,99.9,21,67,100.0,90.5,6,0,1,0,0,0,-0.7,0
PAI-04471,Water & Sanitation,Haryana,170.5,186.7,46,81,95.4,74.0,11,1,1,0,0,0,9.1,1
PAI-04472,Railways,West Bengal,134.6,146.9,37,40,100.0,100.0,6,2,1,0,0,0,4.6,1
PAI-04473,Power,Bihar,453.2,466.0,12,60,100.0,89.3,4,1,0,0,0,0,5.0,0
PAI-04474,Ports,Tamil Nadu,1024.0,1031.2,24,61,100.0,100.0,9,0,1,0,0,0,-8.7,1
PAI-04475,Railways,Haryana,83.3,84.5,42,65,86.7,77.2,9,0,0,0,0,0,4.0,0
PAI-04476,Railways,Telangana,530.6,556.1,51,37,67.0,80.6,11,1,1,0,0,0,1.8,1
PAI-04477,Ports,Rajasthan,175.2,183.0,58,9,17.3,9.1,19,0,1,0,0,0,2.4,0
PAI-04478,Urban Transit,Telangana,228.0,257.6,24,69,100.0,92.8,4,2,1,0,0,0,7.9,1
PAI-04479,Railways,Gujarat,180.7,197.8,39,55,96.4,98.6,10,0,1,0,0,1,5.8,1
PAI-04480,Airports,Rajasthan,423.4,446.9,24,6,23.9,13.9,8,1,0,0,0,0,3.8,0
PAI-04481,Industrial Corridors,Maharashtra,187.1,205.7,40,79,100.0,94.7,10,1,0,0,1,0,4.4,1
PAI-04482,Roads,Odisha,308.5,312.9,38,72,86.8,85.2,12,1,0,0,0,0,6.7,1
PAI-04483,Railways,Tamil Nadu,161.9,164.1,53,72,94.5,93.1,13,0,0,1,0,0,1.3,0
PAI-04484,Roads,Telangana,457.8,464.0,34,49,89.9,79.5,5,0,0,0,0,0,1.1,0
PAI-04485,Airports,Rajasthan,466.6,526.1,71,40,42.8,49.8,17,1,1,0,1,0,-2.4,1
PAI-04486,Urban Transit,Jharkhand,631.1,671.8,34,65,100.0,90.4,8,2,0,0,1,0,-3.1,1
PAI-04487,Urban Transit,Telangana,80.4,86.3,40,40,92.6,78.3,11,0,0,0,1,1,-1.9,0
PAI-04488,Industrial Corridors,Karnataka,300.9,321.7,52,25,53.6,40.5,14,1,1,0,0,0,-3.3,1
PAI-04489,Urban Transit,Andhra Pradesh,463.1,518.4,26,75,96.8,98.7,7,2,0,0,0,1,9.0,1
PAI-04490,Urban Transit,Rajasthan,215.0,218.7,39,29,90.8,86.3,11,1,0,0,0,0,5.4,0
PAI-04491,Power,Gujarat,97.6,97.6,66,75,90.7,98.9,17,0,0,0,0,0,-6.5,0
PAI-04492,Railways,West Bengal,168.9,193.7,22,59,89.3,89.5,5,1,1,0,0,1,6.0,1
PAI-04493,Water & Sanitation,Tamil Nadu,127.2,129.2,42,77,90.8,82.4,9,1,1,0,0,0,1.3,0
PAI-04494,Water & Sanitation,Uttar Pradesh,242.9,261.0,62,13,25.6,25.8,13,2,0,0,0,1,2.2,0
PAI-04495,Ports,Odisha,242.3,246.1,12,59,99.7,100.0,4,0,0,1,0,0,3.1,0
PAI-04496,Railways,Tamil Nadu,267.8,267.8,53,59,100.0,100.0,12,0,0,0,0,0,-3.3,0
PAI-04497,Roads,Haryana,90.6,93.7,36,84,99.6,100.0,10,0,1,0,0,0,-1.0,0
PAI-04498,Water & Sanitation,Madhya Pradesh,422.8,434.9,51,63,99.6,90.5,15,1,0,0,0,0,5.8,1
PAI-04499,Railways,Odisha,237.8,247.8,32,47,87.4,85.5,9,0,1,0,0,0,7.7,1
PAI-04500,Urban Transit,Andhra Pradesh,463.0,471.8,39,78,92.0,88.7,8,1,0,0,0,0,-0.2,0
PAI-04501,Water & Sanitation,Rajasthan,366.4,413.6,32,78,93.3,85.0,4,1,1,1,0,0,4.8,1
PAI-04502,Power,Rajasthan,217.9,228.0,81,40,48.0,55.1,24,0,0,0,1,0,-3.2,0
PAI-04503,Urban Transit,Karnataka,86.0,88.3,51,47,80.6,86.9,13,2,0,0,0,0,0.7,0
PAI-04504,Water & Sanitation,West Bengal,183.3,189.7,41,62,100.0,100.0,10,3,0,0,0,0,9.3,1
PAI-04505,Airports,Andhra Pradesh,1489.8,1569.9,34,61,100.0,87.4,7,0,0,0,0,0,-5.4,0
PAI-04506,Urban Transit,West Bengal,121.3,123.5,38,51,90.0,96.1,9,0,0,0,0,0,6.5,1
PAI-04507,Roads,Rajasthan,331.2,362.3,50,37,64.8,71.5,15,0,1,0,1,0,-3.4,0
PAI-04508,Railways,Odisha,322.8,352.3,60,81,100.0,100.0,16,1,0,0,1,0,0.5,1
PAI-04509,Roads,Madhya Pradesh,632.0,676.0,40,13,41.9,44.4,10,1,0,0,1,0,-6.5,1
PAI-04510,Water & Sanitation,Andhra Pradesh,887.1,893.7,71,7,1.1,0.0,17,1,0,0,0,0,-1.9,1
PAI-04511,Water & Sanitation,Uttar Pradesh,311.9,311.9,63,11,16.0,7.7,13,1,0,0,0,0,5.4,1
PAI-04512,Railways,Kerala,173.2,202.4,41,83,95.4,84.3,12,4,1,1,0,0,13.9,1
PAI-04513,Power,West Bengal,51.2,53.1,32,17,44.5,62.1,10,1,0,0,0,0,1.8,0
PAI-04514,Roads,Tamil Nadu,629.5,681.4,38,49,98.3,96.5,11,1,1,0,0,0,8.9,1
PAI-04515,Water & Sanitation,West Bengal,502.2,565.3,51,78,100.0,100.0,12,2,1,1,0,1,3.0,1
PAI-04516,Water & Sanitation,Odisha,91.8,98.3,36,41,99.6,97.4,9,0,1,0,0,0,6.6,0
PAI-04517,Urban Transit,Maharashtra,565.6,609.9,63,22,59.5,52.3,14,3,0,0,0,0,6.1,1
PAI-04518,Industrial Corridors,Jharkhand,166.5,169.0,63,46,71.8,75.8,16,2,0,0,0,0,1.0,0
PAI-04519,Urban Transit,Tamil Nadu,430.0,464.4,27,65,93.0,78.9,5,2,0,0,1,0,1.3,1
PAI-04520,Power,Bihar,322.8,343.5,26,9,29.9,34.0,6,1,0,0,0,0,-5.2,0
PAI-04521,Roads,Telangana,1581.4,1659.4,57,35,73.1,58.8,18,1,0,0,0,0,-2.0,0
PAI-04522,Roads,Maharashtra,685.9,713.0,65,35,55.8,72.2,19,0,0,0,0,0,5.4,0
PAI-04523,Power,Odisha,285.6,293.0,45,28,66.4,66.1,13,1,0,0,0,0,-4.8,0
PAI-04524,Industrial Corridors,Tamil Nadu,508.1,532.2,50,80,85.8,97.5,14,0,1,0,0,1,-3.3,0
PAI-04525,Ports,Andhra Pradesh,191.5,198.4,71,6,14.2,24.1,16,1,1,0,0,0,0.4,1
PAI-04526,Ports,Odisha,51.9,54.2,39,66,93.2,100.0,10,0,1,0,0,0,1.2,0
PAI-04527,Railways,Madhya Pradesh,208.3,212.9,66,30,42.9,42.3,17,3,0,0,0,0,4.7,0
PAI-04528,Urban Transit,Odisha,468.9,491.5,50,84,90.1,89.3,11,1,0,0,0,1,2.8,0
PAI-04529,Water & Sanitation,Karnataka,637.8,660.6,51,21,46.3,30.0,13,0,0,0,0,0,-0.3,0
PAI-04530,Power,Andhra Pradesh,103.6,118.5,41,34,91.2,87.1,12,1,0,1,0,1,4.8,1
PAI-04531,Water & Sanitation,Karnataka,205.2,224.0,21,18,92.7,98.7,4,1,0,0,1,1,3.8,0
PAI-04532,Water & Sanitation,Maharashtra,251.4,255.4,54,20,25.8,9.6,14,0,0,0,0,0,5.3,0
PAI-04533,Urban Transit,Gujarat,199.2,203.2,42,47,100.0,100.0,9,0,0,0,0,0,2.6,0
PAI-04534,Roads,Gujarat,220.3,230.1,37,37,96.6,91.9,10,1,0,0,1,0,-1.6,0
PAI-04535,Industrial Corridors,Uttar Pradesh,154.8,161.1,12,81,97.9,100.0,4,0,0,0,0,0,2.0,1
PAI-04536,Ports,Andhra Pradesh,168.8,172.6,12,48,100.0,100.0,6,0,0,1,0,0,6.1,0
PAI-04537,Urban Transit,Odisha,268.1,288.7,36,69,76.0,72.0,11,0,1,0,1,0,-3.2,1
PAI-04538,Ports,Telangana,231.1,232.1,57,26,57.6,52.9,12,1,0,0,0,0,-5.6,0
PAI-04539,Water & Sanitation,Uttar Pradesh,505.6,521.9,24,25,100.0,97.4,7,0,0,0,0,0,6.2,0
PAI-04540,Power,Bihar,219.1,248.1,40,43,100.0,96.9,11,3,0,0,0,1,8.3,0
PAI-04541,Railways,Uttar Pradesh,862.5,929.7,39,36,92.4,84.4,11,1,1,0,0,0,-0.0,1
PAI-04542,Water & Sanitation,Uttar Pradesh,290.3,313.6,61,56,99.9,100.0,15,0,0,0,1,0,-2.8,0
PAI-04543,Power,West Bengal,80.5,82.5,44,18,34.6,40.5,14,1,1,0,0,0,-2.8,1
PAI-04544,Roads,Uttar Pradesh,411.8,413.8,25,30,85.3,92.4,4,0,0,0,0,0,-1.5,0
PAI-04545,Power,Telangana,1004.7,1073.9,55,18,22.0,43.0,12,2,0,0,0,0,-0.0,1
PAI-04546,Railways,Madhya Pradesh,59.6,59.8,44,17,40.6,35.1,11,1,0,0,0,0,0.5,0
PAI-04547,Railways,Rajasthan,69.6,75.8,49,79,100.0,88.5,12,1,1,0,0,0,-2.3,1
PAI-04548,Railways,Odisha,329.7,335.3,12,34,100.0,87.4,4,0,1,0,0,0,-11.5,0
PAI-04549,Ports,Bihar,129.7,142.9,29,32,90.0,80.8,4,2,0,0,0,1,13.8,1
PAI-04550,Urban Transit,Rajasthan,213.3,219.4,39,55,87.3,95.3,10,1,0,0,0,0,7.3,1
PAI-04551,Roads,Kerala,276.8,294.2,62,71,99.1,75.1,17,1,1,0,0,0,4.3,0
PAI-04552,Railways,Maharashtra,1001.5,1031.1,33,68,95.5,100.0,6,1,0,0,0,1,8.6,0
PAI-04553,Airports,Maharashtra,593.6,616.4,42,59,100.0,100.0,15,2,0,0,0,0,-4.2,1
PAI-04554,Industrial Corridors,Maharashtra,251.8,283.1,53,30,71.3,54.5,9,3,1,0,0,0,11.8,1
PAI-04555,Power,Telangana,262.9,272.3,55,13,21.0,16.7,14,1,0,0,0,0,3.3,0
PAI-04556,Power,West Bengal,286.0,296.1,63,21,37.7,50.9,20,1,0,0,0,0,3.3,0
PAI-04557,Water & Sanitation,Haryana,617.6,689.1,62,37,74.6,61.2,16,0,1,0,1,0,5.7,1
PAI-04558,Roads,Andhra Pradesh,243.3,279.3,30,67,100.0,91.9,4,1,1,1,0,0,11.4,0
PAI-04559,Roads,Uttar Pradesh,77.2,79.2,55,36,59.2,57.1,16,1,1,0,0,0,-4.8,1
PAI-04560,Industrial Corridors,Madhya Pradesh,111.9,119.3,73,70,92.1,88.6,19,1,1,0,0,0,3.7,1
PAI-04561,Urban Transit,Madhya Pradesh,237.8,242.2,48,53,100.0,100.0,13,1,0,0,0,0,5.7,1
PAI-04562,Airports,Maharashtra,419.1,440.5,24,10,38.5,32.9,4,0,0,0,1,0,3.1,0
PAI-04563,Water & Sanitation,Bihar,459.1,473.2,43,47,100.0,100.0,13,1,0,0,0,0,-1.8,0
PAI-04564,Railways,Rajasthan,382.3,405.8,63,43,64.2,79.4,14,3,0,0,0,0,7.0,0
PAI-04565,Power,Bihar,294.6,306.8,15,6,48.1,53.2,5,2,0,0,0,0,10.3,0
PAI-04566,Industrial Corridors,Rajasthan,477.6,489.9,36,84,98.7,96.1,6,0,0,0,0,0,-3.8,0
PAI-04567,Urban Transit,Madhya Pradesh,267.9,272.3,50,33,54.0,52.3,14,0,0,0,1,0,2.9,0
PAI-04568,Urban Transit,Telangana,457.2,518.6,41,56,91.3,90.1,10,1,1,1,0,0,6.4,1
PAI-04569,Power,Jharkhand,372.5,409.0,28,41,100.0,100.0,9,1,1,0,0,0,-1.6,1
PAI-04570,Water & Sanitation,Jharkhand,419.4,445.5,47,77,90.8,100.0,19,1,0,0,0,1,4.2,0
PAI-04571,Railways,Bihar,204.9,207.8,12,50,90.5,100.0,5,0,0,1,0,0,-3.8,0
PAI-04572,Water & Sanitation,Odisha,1488.2,1518.9,35,11,19.1,25.0,8,1,0,0,0,0,3.0,0
PAI-04573,Water & Sanitation,Odisha,247.7,269.4,12,9,77.9,78.2,4,1,0,1,1,0,7.8,1
PAI-04574,Power,Maharashtra,466.2,495.5,35,49,95.8,86.0,5,2,0,1,0,0,4.3,0
PAI-04575,Railways,Tamil Nadu,62.1,63.1,69,10,17.1,13.8,21,0,1,0,1,0,-7.5,0
PAI-04576,Urban Transit,Tamil Nadu,568.8,578.7,80,47,64.5,51.7,20,0,0,0,0,0,-2.8,0
PAI-04577,Roads,West Bengal,200.1,212.0,40,25,69.4,80.1,12,3,0,1,0,0,0.4,1
PAI-04578,Roads,Gujarat,572.1,608.0,69,13,24.1,13.4,18,0,0,0,0,1,-3.7,0
PAI-04579,Urban Transit,Maharashtra,1378.6,1412.0,50,15,28.9,32.9,12,0,0,0,0,1,-9.4,0
PAI-04580,Power,Bihar,254.5,273.9,46,24,61.4,65.0,15,3,0,0,1,0,11.4,0
PAI-04581,Ports,Madhya Pradesh,155.9,183.0,41,52,94.1,100.0,12,2,1,0,1,0,9.8,1
PAI-04582,Urban Transit,Uttar Pradesh,303.3,317.1,45,59,96.3,98.6,14,0,1,0,0,0,-7.2,1
PAI-04583,Urban Transit,Madhya Pradesh,100.9,104.9,43,71,93.4,97.8,11,0,0,1,0,0,-0.0,0
PAI-04584,Urban Transit,Madhya Pradesh,238.2,244.2,35,48,97.3,100.0,7,0,1,0,0,0,-0.7,1
PAI-04585,Roads,Jharkhand,194.2,201.2,46,56,94.1,88.4,11,0,1,0,0,0,-3.1,1
PAI-04586,Ports,Andhra Pradesh,618.3,680.5,36,25,60.3,66.5,8,1,1,1,0,0,0.2,1
PAI-04587,Water & Sanitation,Gujarat,595.2,610.5,49,9,27.1,37.7,12,1,0,0,0,0,-3.9,1
PAI-04588,Airports,West Bengal,377.6,388.9,27,75,100.0,100.0,8,1,0,1,0,0,0.6,0
PAI-04589,Water & Sanitation,Bihar,180.4,187.8,28,33,100.0,94.2,9,1,0,0,0,0,-2.4,0
PAI-04590,Roads,Andhra Pradesh,348.0,404.8,71,57,83.3,95.8,18,2,1,1,0,0,5.2,1
PAI-04591,Water & Sanitation,Maharashtra,38.2,43.7,41,56,100.0,79.9,12,1,0,0,1,0,3.1,0
